,score
2133,176.45
2134,181.4
2135,193.1
2136,196.0
2137,205.35
2138,212.5
2139,208.85
2140,208.85
2141,204.3
2142,194.3
2143,198.3
2144,191.7
2145,184.1
2146,174.2
2147,169.05
2148,165.5
2149,165.25
2150,157.6
2151,155.75
2152,147.5
2153,131.9
2154,122.3
2155,111.5
2156,105.65
2157,99.45
2158,95.0
2159,96.35
2160,92.35
2161,94.8
2162,96.05
2163,87.25
2164,90.1
2165,98.4
2166,106.65
2167,107.05
2168,114.8
2169,117.25
2170,118.5
2171,108.4
2172,106.85
2173,108.15
2174,121.75
2175,122.95
2176,132.1
2177,130.2
2178,126.1
2179,124.6
2180,124.4
2181,125.35
2182,129.9
2183,131.6
2184,130.55
2185,124.65
2186,116.2
2187,115.25
2188,107.9
2189,114.3
2190,121.5
2191,122.1
2192,122.95
2193,121.25
2194,107.45
2195,101.85
2196,95.55
2197,97.65
2198,98.95
2199,105.6
2200,106.9
2201,110.55
2202,108.1
2203,114.8
2204,125.25
2205,123.55
2206,125.65
2207,121.45
2208,122.65
2209,110.2
2210,99.8
2211,103.9
2212,105.85
2213,113.05
2214,116.6
2215,113.85
2216,112.75
2217,113.95
2218,110.85
2219,107.45
2220,111.9
2221,116.5
2222,126.35
2223,123.5
2224,122.1
2225,133.95
2226,133.55
2227,148.4
2228,147.05
2229,161.8
2230,166.7
2231,172.35
2232,178.2
2233,177.15
2234,176.6
2235,188.9
2236,187.45
2237,184.65
2238,187.25
2239,188.35
2240,186.75
2241,179.15
2242,170.85
2243,175.4
2244,173.2
2245,165.35
2246,168.3
2247,159.65
2248,169.65
2249,165.6
2250,166.9
2251,165.65
2252,156.85
2253,159.75
2254,156.95
2255,146.15
2256,148.8
2257,156.35
2258,158.85
2259,162.9
2260,161.15
2261,165.1
2262,163.3
2263,159.9
2264,158.5
2265,158.0
2266,157.0
2267,154.7
2268,149.85
2269,142.1
2270,132.6
2271,124.4
2272,122.75
2273,116.05
2274,114.65
2275,114.55
2276,110.55
2277,100.25
2278,94.75
2279,84.45
2280,83.25
2281,76.5
2282,80.2
2283,74.95
2284,69.65
2285,63.05
2286,56.75
2287,55.4
2288,45.95
2289,54.0
2290,62.4
2291,66.15
2292,68.2
2293,69.85
2294,80.75
2295,83.3
2296,88.35
2297,94.35
2298,96.2
2299,97.55
2300,96.25
2301,95.3
2302,90.25
2303,98.75
2304,98.55
2305,113.75
2306,118.45
2307,133.7
2308,138.7
2309,130.55
2310,126.2
2311,121.7
2312,121.55
2313,128.1
2314,122.15
2315,118.8
2316,118.0
2317,115.85
2318,115.05
2319,117.65
2320,117.6
2321,122.15
2322,126.25
2323,118.15
2324,121.05
2325,117.9
2326,121.05
2327,108.15
2328,113.05
2329,110.7
2330,117.35
2331,121.35
2332,126.55
2333,130.25
2334,132.55
2335,136.5
2336,139.5
2337,142.8
2338,143.8
2339,147.3
2340,155.2
2341,155.35
2342,153.5
2343,154.85
2344,153.4
2345,145.55
2346,148.3
2347,155.6
2348,157.7
2349,168.5
2350,166.7
2351,175.65
2352,176.3
2353,177.1
2354,174.95
2355,183.3
2356,182.85
2357,179.4
2358,179.05
2359,182.6
2360,190.1
2361,188.6
2362,194.3
2363,204.85
2364,206.4
2365,210.7
2366,206.85
2367,198.05
2368,192.65
2369,186.45
2370,178.25
2371,171.9
2372,165.1
2373,155.65
2374,162.8
2375,154.85
2376,153.25
2377,155.55
2378,166.05
2379,159.25
2380,145.15
2381,147.25
2382,140.0
2383,141.05
2384,142.65
2385,139.4
2386,134.85
2387,136.5
2388,133.1
2389,133.8
2390,139.1
2391,137.25
2392,139.1
2393,138.35
2394,130.6
2395,128.25
2396,128.05
2397,124.25
2398,115.05
2399,118.45
2400,117.65
2401,119.05
2402,121.6
2403,110.75
2404,107.75
2405,108.1
2406,116.8
2407,117.45
2408,120.5
2409,125.15
2410,121.35
2411,126.55
2412,128.8
2413,129.85
2414,132.3
2415,135.8
2416,144.4
2417,153.5
2418,165.2
2419,164.7
2420,170.1
2421,167.55
2422,165.75
2423,167.05
2424,167.05
2425,169.45
2426,169.05
2427,172.55
2428,173.3
2429,168.05
2430,169.55
2431,165.05
2432,164.75
2433,172.25
2434,171.4
2435,173.9
2436,169.3
2437,170.75
2438,165.35
2439,163.85
2440,164.25
2441,166.15
2442,171.25
2443,170.7
2444,178.6
2445,177.55
2446,175.25
2447,172.45
2448,174.85
2449,184.25
2450,187.65
2451,189.65
2452,199.85
2453,194.65
2454,197.3
2455,198.65
2456,203.95
2457,195.05
2458,199.8
2459,200.15
2460,198.5
2461,203.75
2462,209.3
2463,210.3
2464,203.4
2465,208.95
2466,208.55
2467,209.15
2468,203.75
2469,190.05
2470,186.15
2471,178.35
2472,169.15
2473,166.25
2474,162.0
2475,157.65
2476,148.65
2477,149.8
2478,140.75
2479,140.25
2480,138.9
2481,131.45
2482,122.6
2483,119.85
2484,118.85
2485,108.35
2486,101.55
2487,96.55
2488,97.55
2489,101.55
2490,100.55
2491,109.4
2492,107.4
2493,108.2
2494,107.2
2495,107.2
2496,105.9
2497,100.9
2498,98.9
2499,94.05
2500,89.9
2501,88.5
2502,89.5
2503,94.7
2504,93.0
2505,97.85
2506,104.05
2507,108.9
2508,107.9
2509,104.9
2510,103.9
2511,96.85
2512,92.05
2513,90.1
2514,91.1
2515,90.9
2516,89.9
2517,93.75
2518,94.55
2519,95.7
2520,98.85
2521,98.75
2522,92.75
2523,90.35
2524,92.25
2525,89.4
2526,86.85
2527,81.0
2528,79.0
2529,76.0
2530,77.0
2531,75.0
2532,77.8
2533,73.75
2534,70.2
2535,69.85
2536,71.85
2537,71.0
2538,71.4
2539,69.1
2540,66.95
2541,66.45
2542,68.15
2543,61.55
2544,62.55
2545,62.55
2546,59.1
2547,61.1
2548,60.1
2549,61.3
2550,60.3
2551,62.3
2552,61.3
2553,64.1
2554,67.65
2555,64.2
2556,67.0
2557,65.0
2558,64.65
2559,66.8
2560,65.95
2561,65.15
2562,64.45
2563,68.3
2564,63.1
2565,64.15
2566,65.95
2567,64.95
2568,65.95
2569,66.75
2570,64.75
2571,63.6
2572,78.85
2573,80.45
2574,76.85
2575,83.05
2576,79.3
2577,91.05
2578,93.75
2579,92.8
2580,95.4
2581,93.2
2582,93.2
2583,89.15
2584,88.6
2585,84.55
2586,85.8
2587,86.0
2588,92.65
2589,90.65
2590,91.65
2591,95.8
2592,77.55
2593,73.15
2594,70.75
2595,62.55
2596,58.5
2597,45.6
2598,39.85
2599,40.65
2600,37.05
2601,46.8
2602,51.7
2603,57.95
2604,63.75
2605,71.6
2606,70.35
2607,73.15
2608,67.5
2609,71.0
2610,71.2
2611,66.05
2612,71.5
2613,71.5
2614,72.5
2615,75.7
2616,79.9
2617,82.5
2618,84.7
2619,83.85
2620,86.75
2621,81.0
2622,75.1
2623,68.85
2624,63.6
2625,58.2
2626,59.2
2627,58.2
2628,62.2
2629,62.7
2630,63.55
2631,66.35
2632,65.9
2633,70.6
2634,74.45
2635,74.25
2636,72.05
2637,70.6
2638,71.7
2639,74.7
2640,76.55
2641,77.8
2642,82.1
2643,86.55
2644,90.6
2645,96.7
2646,99.75
2647,102.85
2648,99.05
2649,101.65
2650,115.2
2651,115.5
2652,113.5
2653,114.8
2654,113.9
2655,113.45
2656,115.1
2657,114.3
2658,110.2
2659,106.45
2660,101.7
2661,100.5
2662,96.2
2663,92.75
2664,89.6
2665,82.05
2666,77.9
2667,74.7
2668,74.5
2669,67.9
2670,59.3
2671,55.35
2672,56.35
2673,53.75
2674,60.15
2675,71.1
2676,68.45
2677,75.9
2678,82.8
2679,95.6
2680,102.65
2681,107.85
2682,114.4
2683,126.1
2684,130.05
2685,140.55
2686,155.95
2687,158.1
2688,166.6
2689,172.2
2690,174.7
2691,178.8
2692,177.5
2693,185.35
2694,182.05
2695,186.75
2696,195.35
2697,195.1
2698,204.15
2699,195.8
2700,203.85
2701,207.1
2702,214.25
2703,214.05
2704,220.7
2705,220.9
2706,215.1
2707,217.3
2708,216.55
2709,219.45
2710,213.65
2711,222.7
2712,229.25
2713,229.0
2714,222.35
2715,206.35
2716,203.6
2717,202.45
2718,195.35
2719,200.85
2720,192.0
2721,195.05
2722,187.35
2723,185.3
2724,182.8
2725,181.1
2726,175.45
2727,174.05
2728,173.2
2729,171.95
2730,180.7
2731,174.35
2732,169.25
2733,162.3
2734,173.5
2735,176.8
2736,174.0
2737,174.5
2738,169.2
2739,162.9
2740,171.0
2741,158.75
2742,158.35
2743,157.0
2744,155.7
2745,151.0
2746,150.35
2747,144.5
2748,140.5
2749,137.15
2750,127.7
2751,123.75
2752,126.65
2753,123.8
2754,115.2
2755,120.4
2756,119.85
2757,116.05
2758,115.5
2759,116.25
2760,113.1
2761,122.45
2762,122.65
2763,119.0
2764,111.3
2765,111.9
2766,105.7
2767,109.0
2768,107.95
2769,106.9
2770,108.1
2771,108.25
2772,106.0
2773,104.8
2774,109.1
2775,105.2
2776,108.2
2777,112.3
2778,116.8
2779,118.4
2780,111.0
2781,102.1
2782,107.8
2783,108.1
2784,119.6
2785,121.7
2786,134.2
2787,141.65
2788,149.5
2789,155.45
2790,155.1
2791,160.0
2792,168.2
2793,173.2
2794,173.95
2795,168.2
2796,162.7
2797,166.35
2798,161.65
2799,161.25
2800,160.35
2801,158.85
2802,147.7
2803,142.15
2804,130.65
2805,124.6
2806,116.2
2807,106.45
2808,96.6
2809,90.15
2810,85.3
2811,79.2
2812,70.1
2813,65.1
2814,62.05
2815,64.7
2816,65.7
2817,56.0
2818,55.25
2819,49.4
2820,50.15
2821,50.75
2822,51.4
2823,53.4
2824,53.4
2825,55.15
2826,52.05
2827,50.05
2828,47.2
2829,46.0
2830,48.0
2831,56.75
2832,55.3
2833,58.3
2834,54.3
2835,53.8
2836,53.7
2837,55.6
2838,56.6
2839,57.85
2840,58.45
2841,68.6
2842,72.05
2843,71.85
2844,72.85
2845,72.55
2846,74.3
2847,74.5
2848,74.5
2849,75.25
2850,75.1
2851,69.35
2852,68.9
2853,68.3
2854,72.1
2855,70.9
2856,71.45
2857,70.55
2858,66.5
2859,64.45
2860,60.2
2861,47.2
2862,43.75
2863,44.95
2864,47.95
2865,50.35
2866,50.6
2867,53.4
2868,56.4
2869,58.5
2870,59.65
2871,56.85
2872,55.85
2873,53.45
2874,56.65
2875,58.85
2876,62.0
2877,62.0
2878,66.05
2879,74.15
2880,76.15
2881,82.15
2882,84.35
2883,87.05
2884,86.05
2885,81.7
2886,86.35
2887,91.95
2888,90.95
2889,92.4
2890,93.6
2891,95.8
2892,95.8
2893,99.6
2894,94.6
2895,92.4
2896,87.0
2897,85.0
2898,81.8
2899,73.5
2900,73.15
2901,71.55
2902,72.8
2903,71.9
2904,73.9
2905,76.65
2906,73.65
2907,75.05
2908,77.45
2909,73.65
2910,74.85
2911,83.15
2912,87.35
2913,89.45
2914,101.15
2915,105.4
2916,111.75
2917,114.4
2918,115.45
2919,119.45
2920,116.8
2921,125.25
2922,128.35
2923,127.0
2924,129.75
2925,126.8
2926,127.15
2927,119.95
2928,121.45
2929,125.0
2930,122.8
2931,116.4
2932,118.35
2933,113.35
2934,105.45
2935,99.65
2936,102.0
2937,102.7
2938,104.05
2939,104.05
2940,110.55
2941,109.45
2942,106.05
2943,110.8
2944,115.1
2945,131.05
2946,138.55
2947,143.9
2948,144.0
2949,145.5
2950,147.75
2951,145.75
2952,142.8
2953,152.1
2954,149.75
2955,159.3
2956,154.35
2957,152.0
2958,164.3
2959,170.0
2960,164.55
2961,163.35
2962,162.25
2963,161.45
2964,154.3
2965,140.1
2966,132.45
2967,135.8
2968,136.0
2969,133.6
2970,129.35
2971,129.25
2972,126.1
2973,115.75
2974,115.3
2975,110.15
2976,106.85
2977,110.15
2978,97.8
2979,88.1
2980,90.25
2981,83.7
2982,79.65
2983,82.4
2984,81.5
2985,83.15
2986,87.2
2987,85.05
2988,84.15
2989,86.35
2990,92.6
2991,95.7
2992,102.45
2993,108.05
2994,108.05
2995,115.7
2996,118.9
2997,123.1
2998,124.95
2999,127.5
3000,139.35
3001,142.75
3002,148.7
3003,154.15
3004,158.7
3005,165.55
3006,157.85
3007,156.5
3008,156.05
3009,152.6
3010,149.85
3011,156.1
3012,152.4
3013,156.95
3014,154.8
3015,149.25
3016,149.25
3017,143.95
3018,144.95
3019,154.15
3020,144.3
3021,144.9
3022,145.0
3023,132.45
3024,136.8
3025,132.05
3026,143.85
3027,141.35
3028,154.4
3029,163.85
3030,165.55
3031,167.7
3032,170.2
3033,170.75
3034,184.4
3035,184.4
3036,195.0
3037,199.75
3038,210.4
3039,210.15
3040,223.15
3041,224.5
3042,230.95
3043,233.8
3044,232.4
3045,242.25
3046,239.1
3047,247.9
3048,245.45
3049,237.6
3050,240.25
3051,236.25
3052,247.0
3053,242.2
3054,235.4
3055,240.95
3056,242.85
3057,251.15
3058,251.95
3059,251.05
3060,239.05
3061,239.55
3062,235.7
3063,245.1
3064,240.05
3065,231.2
3066,224.35
3067,214.9
3068,205.75
3069,214.1
3070,208.9
3071,210.6
3072,198.95
3073,198.05
3074,195.95
3075,188.35
3076,183.55
3077,168.85
3078,158.6
3079,155.65
3080,156.85
3081,151.0
3082,151.45
3083,139.8
3084,136.25
3085,133.25
3086,136.5
3087,139.15
3088,138.3
3089,127.55
3090,129.4
3091,129.55
3092,133.15
3093,130.3
3094,127.0
3095,129.1
3096,123.4
3097,129.3
3098,132.05
3099,130.4
3100,127.0
3101,128.0
3102,127.75
3103,130.9
3104,136.8
3105,139.5
3106,148.05
3107,148.4
3108,154.95
3109,160.7
3110,163.4
3111,160.85
3112,158.55
3113,169.05
3114,178.8
3115,178.85
3116,181.3
3117,184.85
3118,181.3
3119,186.1
3120,186.1
3121,189.4
3122,186.55
3123,185.55
3124,178.75
3125,176.5
3126,169.9
3127,165.05
3128,159.25
3129,154.1
3130,146.7
3131,136.9
3132,140.9
3133,137.1
3134,130.9
3135,123.85
3136,118.55
3137,121.55
3138,121.1
3139,115.6
3140,119.05
3141,117.95
3142,122.4
3143,128.8
3144,129.0
3145,134.2
3146,143.2
3147,145.25
3148,141.65
3149,143.85
3150,146.25
3151,150.3
3152,144.3
3153,143.4
3154,146.6
3155,158.25
3156,160.25
3157,148.25
3158,149.45
3159,151.55
3160,151.1
3161,150.9
3162,142.45
3163,140.45
3164,141.9
3165,136.95
3166,124.05
3167,124.0
3168,128.4
3169,126.35
3170,126.95
3171,125.9
3172,123.9
3173,123.1
3174,115.85
3175,108.2
3176,110.2
3177,109.2
3178,106.2
3179,104.8
3180,104.45
3181,107.65
3182,110.65
3183,106.25
3184,105.6
3185,104.5
3186,111.0
3187,110.45
3188,108.35
3189,105.35
3190,107.6
3191,106.6
3192,114.4
3193,112.55
3194,115.55
3195,115.55
3196,112.75
3197,118.9
3198,118.15
3199,118.35
3200,124.9
3201,116.9
3202,114.1
3203,118.95
3204,117.95
3205,118.4
3206,112.55
3207,119.45
3208,117.75
3209,120.95
3210,117.1
3211,118.25
3212,109.9
3213,107.45
3214,103.65
3215,103.85
3216,103.85
3217,99.9
3218,102.45
3219,102.35
3220,94.45
3221,99.85
3222,102.65
3223,96.65
3224,99.85
3225,97.85
3226,94.9
3227,87.5
3228,86.3
3229,85.5
3230,92.25
3231,87.3
3232,88.65
3233,91.85
3234,96.1
3235,96.65
3236,96.25
3237,98.75
3238,104.95
3239,106.35
3240,109.05
3241,108.55
3242,108.9
3243,107.05
3244,107.4
3245,108.15
3246,108.35
3247,104.9
3248,104.9
3249,105.35
3250,98.2
3251,100.8
3252,102.0
3253,98.1
3254,92.15
3255,90.4
3256,88.65
3257,85.8
3258,78.65
3259,71.15
3260,65.15
3261,59.05
3262,56.9
3263,55.95
3264,51.9
3265,51.2
3266,56.0
3267,55.7
3268,57.9
3269,55.55
3270,55.7
3271,56.7
3272,53.7
3273,60.55
3274,62.45
3275,64.65
3276,66.6
3277,72.6
3278,73.35
3279,77.35
3280,82.0
3281,84.0
3282,86.65
3283,98.6
3284,99.3
3285,102.25
3286,101.25
3287,107.85
3288,105.65
3289,107.15
3290,110.0
3291,112.2
3292,119.2
3293,118.65
3294,124.3
3295,122.1
3296,126.1
3297,121.1
3298,122.3
3299,128.9
3300,129.05
3301,131.05
3302,132.2
3303,122.4
3304,124.4
3305,126.85
3306,130.5
3307,129.7
3308,135.55
3309,135.55
3310,137.65
3311,135.4
3312,141.75
3313,135.45
3314,134.0
3315,138.2
3316,134.45
3317,144.25
3318,144.25
3319,148.45
3320,148.65
3321,156.15
3322,159.7
3323,161.5
3324,163.1
3325,158.85
3326,156.25
3327,166.45
3328,171.05
3329,184.85
3330,187.6
3331,191.05
3332,189.7
3333,194.7
3334,197.15
3335,194.4
3336,190.15
3337,179.5
3338,177.2
3339,174.9
3340,183.7
3341,176.05
3342,180.25
3343,186.7
3344,190.4
3345,197.9
3346,198.5
3347,195.15
3348,190.2
3349,178.45
3350,176.55
3351,181.85
3352,180.35
3353,184.85
3354,186.7
3355,194.75
3356,212.95
3357,211.8
3358,207.1
3359,200.6
3360,185.1
3361,182.0
3362,169.25
3363,170.1
3364,159.6
3365,148.1
3366,156.4
3367,144.55
3368,144.25
3369,144.1
3370,136.15
3371,129.5
3372,132.0
3373,134.45
3374,127.0
3375,116.5
3376,100.3
3377,103.9
3378,113.85
3379,114.2
3380,119.0
3381,132.6
3382,137.05
3383,129.95
3384,140.85
3385,154.55
3386,147.2
3387,152.05
3388,150.3
3389,146.6
3390,148.6
3391,151.75
3392,138.75
3393,132.5
3394,142.7
3395,144.0
3396,147.85
3397,145.25
3398,148.75
3399,144.4
3400,152.8
3401,143.65
3402,149.4
3403,153.45
3404,146.55
3405,136.7
3406,132.55
3407,129.55
3408,128.05
3409,128.85
3410,126.85
3411,117.85
3412,123.05
3413,118.35
3414,105.9
3415,104.6
3416,100.75
3417,105.8
3418,94.35
3419,92.35
3420,82.85
3421,80.65
3422,69.45
3423,62.2
3424,59.2
3425,59.2
3426,55.75
3427,55.9
3428,52.95
3429,53.95
3430,54.95
3431,55.95
3432,51.75
3433,49.75
3434,50.75
3435,48.75
3436,51.2
3437,49.3
3438,58.1
3439,63.3
3440,66.75
3441,74.2
3442,78.4
3443,84.15
3444,93.15
3445,91.3
3446,103.05
3447,108.9
3448,111.7
3449,116.5
3450,124.5
3451,129.5
3452,132.95
3453,136.95
3454,147.45
3455,152.45
3456,151.0
3457,152.0
3458,146.65
3459,147.15
3460,143.7
3461,144.65
3462,153.05
3463,149.9
3464,148.5
3465,150.3
3466,145.2
3467,147.35
3468,152.35
3469,149.0
3470,143.6
3471,143.2
3472,144.35
3473,141.15
3474,135.25
3475,135.05
3476,138.85
3477,137.45
3478,146.8
3479,144.7
3480,147.3
3481,142.3
3482,145.15
3483,146.65
3484,154.65
3485,154.15
3486,159.0
3487,153.3
3488,149.5
3489,158.1
3490,167.0
3491,173.9
3492,173.1
3493,177.75
3494,179.75
3495,183.55
3496,183.0
3497,187.25
3498,183.3
3499,185.75
3500,186.2
3501,184.65
3502,173.5
3503,180.9
3504,177.45
3505,177.45
3506,169.15
3507,169.85
3508,172.85
3509,167.8
3510,160.0
3511,148.35
3512,146.55
3513,145.0
3514,145.35
3515,141.55
3516,137.6
3517,127.75
3518,116.9
3519,110.7
3520,105.5
3521,107.9
3522,106.95
3523,100.05
3524,90.1
3525,87.8
3526,87.6
3527,83.5
3528,82.4
3529,77.6
3530,74.2
3531,79.45
3532,80.5
3533,77.65
3534,71.65
3535,68.9
3536,68.95
3537,69.8
3538,73.25
3539,76.95
3540,79.75
3541,75.95
3542,71.6
3543,76.55
3544,77.6
3545,77.1
3546,80.3
3547,84.15
3548,84.3
3549,82.1
3550,82.8
3551,78.7
3552,74.7
3553,73.65
3554,72.0
3555,73.15
3556,77.35
3557,77.95
3558,87.85
3559,89.3
3560,92.4
3561,92.3
3562,96.05
3563,97.2
3564,102.0
3565,105.8
3566,102.6
3567,105.5
3568,103.4
3569,105.6
3570,110.5
3571,115.6
3572,120.0
3573,127.5
3574,129.25
3575,134.75
3576,134.65
3577,138.2
3578,131.85
3579,131.0
3580,128.25
3581,128.9
3582,128.15
3583,118.45
3584,117.6
3585,119.85
3586,117.15
3587,115.7
3588,116.55
3589,116.2
3590,116.0
3591,114.2
3592,112.0
3593,107.35
3594,116.5
3595,115.0
3596,112.55
3597,116.35
3598,116.55
3599,115.4
3600,117.7
3601,121.35
3602,124.35
3603,125.65
3604,123.45
3605,122.2
3606,127.4
3607,125.4
3608,122.0
3609,134.6
3610,142.2
3611,144.35
3612,154.6
3613,160.75
3614,155.4
3615,154.7
3616,163.55
3617,162.6
3618,162.65
3619,161.65
3620,161.35
3621,159.0
3622,156.75
3623,157.8
3624,155.8
3625,155.65
3626,164.95
3627,167.65
3628,169.25
3629,156.1
3630,148.8
3631,156.75
3632,147.0
3633,138.0
3634,135.55
3635,136.25
3636,128.4
3637,125.55
3638,121.3
3639,125.5
3640,120.5
3641,118.15
3642,120.8
3643,120.65
3644,120.1
3645,121.05
3646,112.45
3647,109.15
3648,112.45
3649,114.15
3650,114.35
3651,106.35
3652,107.25
3653,108.25
3654,108.95
3655,105.95
3656,107.75
3657,110.25
3658,114.25
3659,110.5
3660,115.95
3661,117.0
3662,116.8
3663,117.6
3664,120.35
3665,116.55
3666,116.25
3667,116.5
3668,116.25
3669,117.45
3670,115.05
3671,121.05
3672,128.1
3673,130.1
3674,130.0
3675,132.55
3676,131.95
3677,131.55
3678,129.75
3679,134.3
3680,132.05
3681,135.05
3682,133.8
3683,131.6
3684,129.4
3685,129.55
3686,124.65
3687,125.8
3688,131.5
3689,130.5
3690,133.3
3691,125.85
3692,119.15
3693,118.95
3694,116.7
3695,118.75
3696,118.55
3697,116.6
3698,117.6
3699,112.8
3700,109.6
3701,110.6
3702,111.3
3703,109.7
3704,113.4
3705,113.95
3706,118.05
3707,120.05
3708,111.95
3709,112.3
3710,113.6
3711,113.4
3712,117.8
3713,116.75
3714,127.3
3715,121.0
3716,118.25
3717,114.15
3718,109.2
3719,110.7
3720,121.2
3721,117.45
3722,117.45
3723,119.6
3724,117.6
3725,126.1
3726,125.5
3727,131.0
3728,141.2
3729,139.85
3730,136.3
3731,144.45
3732,141.1
3733,142.85
3734,135.55
3735,141.25
3736,148.2
3737,153.25
3738,163.1
3739,168.4
3740,157.55
3741,158.75
3742,159.85
3743,160.25
3744,155.55
3745,151.25
3746,148.15
3747,136.85
3748,129.15
3749,130.1
3750,129.75
3751,125.35
3752,122.1
3753,124.1
3754,124.15
3755,117.95
3756,111.6
3757,108.7
3758,100.8
3759,100.25
3760,103.8
3761,99.35
3762,99.45
3763,95.5
3764,96.5
3765,99.3
3766,104.95
3767,105.75
3768,100.8
3769,99.5
3770,101.4
3771,102.4
3772,104.2
3773,101.15
3774,101.55
3775,107.45
3776,110.0
3777,109.45
3778,109.95
3779,103.35
3780,104.5
3781,107.65
3782,106.0
3783,110.95
3784,114.75
3785,107.45
3786,103.4
3787,104.6
3788,110.4
3789,114.75
3790,112.7
3791,106.2
3792,105.0
3793,104.8
3794,104.1
3795,100.05
3796,99.9
3797,101.0
3798,100.35
3799,99.9
3800,97.05
3801,97.75
3802,100.25
3803,101.6
3804,101.8
3805,108.3
3806,107.35
3807,106.15
3808,102.6
3809,100.45
3810,102.8
3811,104.8
3812,107.4
3813,105.15
3814,104.4
3815,103.4
3816,101.0
3817,99.45
3818,101.05
3819,104.85
3820,102.8
3821,105.95
3822,106.1
3823,101.8
3824,97.6
3825,89.6
3826,90.4
3827,92.4
3828,90.95
3829,88.9
3830,84.9
3831,80.95
3832,74.95
3833,75.8
3834,74.4
3835,78.9
3836,80.6
3837,79.25
3838,76.8
3839,73.5
3840,77.45
3841,68.45
3842,68.25
3843,67.55
3844,68.0
3845,72.9
3846,78.65
3847,75.0
3848,75.0
3849,72.45
3850,70.15
3851,74.45
3852,77.25
3853,82.2
3854,79.05
3855,71.7
3856,75.05
3857,76.0
3858,75.8
3859,80.9
3860,76.5
3861,78.35
3862,73.1
3863,72.7
3864,74.9
3865,72.5
3866,69.0
3867,79.55
3868,79.45
3869,82.3
3870,84.3
3871,78.8
3872,76.2
3873,77.3
3874,78.55
3875,80.6
3876,80.1
3877,81.75
3878,81.5
3879,77.75
3880,77.95
3881,80.55
3882,79.35
3883,86.9
3884,86.9
3885,84.6
3886,91.4
3887,85.0
3888,84.95
3889,89.85
3890,88.15
3891,89.15
3892,88.15
3893,84.4
3894,86.15
3895,85.35
3896,83.05
3897,80.5
3898,80.2
3899,80.95
3900,85.6
3901,82.15
3902,81.15
3903,75.35
3904,74.75
3905,76.7
3906,70.85
3907,75.75
3908,87.55
3909,83.5
3910,87.0
3911,93.2
3912,97.4
3913,99.95
3914,104.6
3915,110.25
3916,117.9
3917,120.65
3918,125.8
3919,125.2
3920,123.75
3921,127.3
3922,135.75
3923,139.0
3924,139.25
3925,138.35
3926,137.1
3927,131.7
3928,120.05
3929,118.1
3930,117.25
3931,111.2
3932,110.4
3933,105.7
3934,98.6
3935,93.7
3936,89.05
3937,86.6
3938,81.0
3939,77.6
3940,82.2
3941,78.65
3942,73.95
3943,75.05
3944,71.95
3945,71.5
3946,71.5
3947,67.7
3948,64.7
3949,62.5
3950,62.3
3951,60.3
3952,58.55
3953,59.35
3954,60.55
3955,58.75
3956,53.25
3957,53.9
3958,59.75
3959,59.75
3960,51.95
3961,52.8
3962,53.6
3963,46.0
3964,45.2
3965,44.1
3966,42.8
3967,47.8
3968,53.4
3969,55.45
3970,53.4
3971,55.85
3972,58.15
3973,58.3
3974,62.0
3975,63.2
3976,63.55
3977,65.1
3978,62.85
3979,70.65
3980,76.6
3981,80.6
3982,77.05
3983,79.55
3984,85.35
3985,88.35
3986,94.65
3987,95.05
3988,99.45
3989,104.45
3990,108.25
3991,109.6
3992,111.9
3993,113.55
3994,111.25
3995,114.45
3996,114.1
3997,114.5
3998,116.9
3999,113.9
4000,112.55
4001,113.3
4002,117.7
4003,114.0
4004,112.85
4005,118.95
4006,113.15
4007,109.35
4008,102.95
4009,98.9
4010,97.5
4011,101.15
4012,101.5
4013,100.7
4014,100.9
4015,102.1
4016,101.5
4017,104.7
4018,104.5
4019,105.7
4020,102.9
4021,103.1
4022,102.5
4023,109.3
4024,111.05
4025,113.2
4026,115.9
4027,118.25
4028,123.0
4029,131.8
4030,131.95
4031,130.2
4032,129.2
4033,131.2
4034,132.4
4035,133.1
4036,134.55
4037,132.6
4038,131.8
4039,128.55
4040,129.55
4041,130.35
4042,131.35
4043,128.4
4044,126.45
4045,120.0
4046,117.1
4047,121.55
4048,119.25
4049,112.65
4050,114.15
4051,117.0
4052,112.2
4053,108.4
4054,112.05
4055,106.55
4056,111.4
4057,108.45
4058,104.45
4059,100.7
4060,104.7
4061,102.3
4062,100.1
4063,100.15
4064,101.8
4065,100.15
4066,97.35
4067,88.75
4068,88.05
4069,86.1
4070,87.4
4071,81.85
4072,85.25
4073,85.25
4074,80.05
4075,83.45
4076,85.35
4077,85.35
4078,86.35
4079,91.55
4080,86.4
4081,84.0
4082,84.1
4083,80.6
4084,76.0
4085,78.15
4086,78.95
4087,86.95
4088,83.6
4089,83.35
4090,81.25
4091,78.45
4092,78.7
4093,77.9
4094,75.65
4095,73.45
4096,67.25
4097,66.15
4098,66.25
4099,62.05
4100,63.2
4101,62.4
4102,62.5
4103,64.3
4104,68.9
4105,63.95
4106,71.05
4107,63.05
4108,63.05
4109,67.95
4110,64.55
4111,69.3
4112,65.65
4113,68.85
4114,72.0
4115,75.7
4116,71.9
4117,79.1
4118,79.65
4119,81.4
4120,79.75
4121,85.95
4122,83.8
4123,89.4
4124,85.3
4125,90.2
4126,81.5
4127,82.5
4128,88.55
4129,84.25
4130,83.8
4131,83.65
